,vehicle,seed,sum_ports,fal_typ,geometry,longitude,latitude
0,10,952366,4,Chargers out of range,POINT (-103.53784 37.0203),-103.53784,37.0203
1,10,958540,4,Chargers out of range,POINT (-103.40203 36.98815),-103.40203,36.98815
2,10,961391,4,Chargers out of range,POINT (-102.07177 39.83325),-102.07177,39.83325
3,10,961450,4,Chargers out of range,POINT (-103.58677 37.06847),-103.58677,37.06847
4,10,963294,4,Chargers out of range,POINT (-103.39717 36.9838),-103.39717,36.9838
5,10,964237,4,Chargers out of range,POINT (-108.58268 39.63291),-108.58268,39.63291
6,10,964342,4,Chargers out of range,POINT (-107.41963 40.06247),-107.41963,40.06247
7,10,968468,4,Chargers out of range,POINT (-103.53929 37.02159),-103.53929,37.02159
8,10,968971,4,Chargers out of range,POINT (-105.7873 40.80775),-105.7873,40.80775
9,10,969027,4,Chargers out of range,POINT (-102.34854 39.72721),-102.34854,39.72721
10,10,969142,4,Chargers out of range,POINT (-105.8399 40.82358),-105.8399,40.82358
11,10,969387,4,Chargers out of range,POINT (-108.6803 39.72531),-108.6803,39.72531
12,10,971681,4,Chargers out of range,POINT (-103.39717 36.9838),-103.39717,36.9838
13,12,955108,4,Chargers out of range,POINT (-105.37257 37.70802),-105.37257,37.70802
14,12,956708,4,Chargers out of range,POINT (-105.37778 37.72103),-105.37778,37.72103
15,12,964379,4,Chargers out of range,POINT (-103.26497 38.66351),-103.26497,38.66351
16,12,964872,4,Chargers out of range,POINT (-106.53808 39.0824),-106.53808,39.0824
17,12,968723,4,Chargers out of range,POINT (-108.56241 39.62304),-108.56241,39.62304
18,12,971676,4,Chargers out of range,POINT (-104.22741 37.83738),-104.22741,37.83738
19,12,971681,4,Chargers out of range,POINT (-103.48815 36.98253),-103.48815,36.98253
20,13,955108,4,Chargers out of range,POINT (-105.40572 37.68083),-105.40572,37.68083
21,13,956708,4,Chargers out of range,POINT (-105.40276 37.74353),-105.40276,37.74353
22,13,963644,4,Chargers out of range,POINT (-105.41982 37.73729),-105.41982,37.73729
23,13,964069,4,Chargers out of range,POINT (-105.38375 37.70008),-105.38375,37.70008
24,13,964379,4,Chargers out of range,POINT (-103.26497 38.66351),-103.26497,38.66351
25,13,964872,4,Chargers out of range,POINT (-106.52425 39.07434),-106.52425,39.07434
26,13,966880,4,Chargers out of range,POINT (-107.42768 40.01152),-107.42768,40.01152
27,13,967109,4,Chargers out of range,POINT (-103.26483 38.68016),-103.26483,38.68016
28,13,968652,4,Chargers out of range,POINT (-105.37123 37.7096),-105.37123,37.7096
29,13,968723,4,Chargers out of range,POINT (-108.53955 39.60641),-108.53955,39.60641
30,13,970844,4,Chargers out of range,POINT (-106.36326 38.75999),-106.36326,38.75999
31,13,971681,4,Chargers out of range,POINT (-103.50263 37.00882),-103.50263,37.00882
32,14,951867,4,Chargers out of range,POINT (-108.46414 39.79436),-108.46414,39.79436
33,14,953296,4,Chargers out of range,POINT (-103.84869 37.54269),-103.84869,37.54269
34,14,954708,4,Chargers out of range,POINT (-108.61237 39.58007),-108.61237,39.58007
35,14,954809,4,Chargers out of range,POINT (-108.5156 39.73805),-108.5156,39.73805
36,14,955163,4,Chargers out of range,POINT (-108.50871 39.74882),-108.50871,39.74882
37,14,955343,4,Chargers out of range,POINT (-108.37281 37.02202),-108.37281,37.02202
38,14,958766,4,Chargers out of range,POINT (-106.37207 38.65769),-106.37207,38.65769
39,14,958804,4,Chargers out of range,POINT (-108.53997 39.77285),-108.53997,39.77285
40,14,958964,4,Chargers out of range,POINT (-105.61273 38.09962),-105.61273,38.09962
41,14,958978,4,Chargers out of range,POINT (-108.50504 39.75122),-108.50504,39.75122
42,14,959161,4,Chargers out of range,POINT (-105.61857 38.09764),-105.61857,38.09764
43,14,959514,4,Chargers out of range,POINT (-108.38054 37.00995),-108.38054,37.00995
44,14,960967,4,Chargers out of range,POINT (-106.39256 38.81109),-106.39256,38.81109
45,14,961118,4,Chargers out of range,POINT (-106.37861 38.80369),-106.37861,38.80369
46,14,963493,4,Chargers out of range,POINT (-106.70594 38.99819),-106.70594,38.99819
47,14,964636,4,Chargers out of range,POINT (-106.54196 39.09422),-106.54196,39.09422
48,14,964814,4,Chargers out of range,POINT (-105.88682 40.50629),-105.88682,40.50629
49,14,966848,4,Chargers out of range,POINT (-108.46569 39.72335),-108.46569,39.72335
50,14,966970,4,Chargers out of range,POINT (-105.81678 40.62214),-105.81678,40.62214
51,14,968835,4,Chargers out of range,POINT (-106.85931 38.04895),-106.85931,38.04895
52,14,971524,4,Chargers out of range,POINT (-108.50871 39.74882),-108.50871,39.74882
53,14,971589,4,Chargers out of range,POINT (-104.22732 37.83742),-104.22732,37.83742
54,15,952366,4,Chargers out of range,POINT (-103.56138 37.0428),-103.56138,37.0428
55,15,958540,4,Chargers out of range,POINT (-103.43455 36.98567),-103.43455,36.98567
56,15,964302,4,Chargers out of range,POINT (-102.34708 39.66996),-102.34708,39.66996
57,15,964342,4,Chargers out of range,POINT (-107.45231 40.05604),-107.45231,40.05604
58,15,971681,4,Chargers out of range,POINT (-103.42875 36.988),-103.42875,36.988
59,1,952588,4,Chargers out of range,POINT (-106.77497 38.15195),-106.77497,38.15195
60,1,954748,4,Chargers out of range,POINT (-106.79116 38.14725),-106.79116,38.14725
61,1,954854,4,Chargers out of range,POINT (-106.79568 38.14363),-106.79568,38.14363
62,1,957213,4,Chargers out of range,POINT (-106.79305 38.14538),-106.79305,38.14538
63,1,961445,4,Chargers out of range,POINT (-106.79208 38.14609),-106.79208,38.14609
64,1,961501,4,Chargers out of range,POINT (-106.74854 38.1755),-106.74854,38.1755
65,1,964892,4,Chargers out of range,POINT (-106.63276 40.98693),-106.63276,40.98693
66,1,968663,4,Chargers out of range,POINT (-105.648 38.0985),-105.648,38.0985
67,3,951950,4,Chargers out of range,POINT (-103.80472 37.63749),-103.80472,37.63749
68,3,952546,4,Chargers out of range,POINT (-108.37672 39.5498),-108.37672,39.5498
69,3,952694,4,Chargers out of range,POINT (-104.47838 37.89063),-104.47838,37.89063
70,3,953917,4,Chargers out of range,POINT (-106.67882 37.97761),-106.67882,37.97761
71,3,954233,4,Chargers out of range,POINT (-108.50377 39.71616),-108.50377,39.71616
72,3,954513,4,Chargers out of range,POINT (-106.59389 38.92097),-106.59389,38.92097
73,3,954523,4,Chargers out of range,POINT (-104.49857 37.87881),-104.49857,37.87881
74,3,954539,4,Chargers out of range,POINT (-106.58976 38.91412),-106.58976,38.91412
75,3,954562,4,Chargers out of range,POINT (-106.61918 37.97144),-106.61918,37.97144
76,3,954593,4,Chargers out of range,POINT (-106.48482 38.74843),-106.48482,38.74843
77,3,954748,4,Chargers out of range,POINT (-106.87419 37.97763),-106.87419,37.97763
78,3,954809,4,Chargers out of range,POINT (-108.48285 39.77165),-108.48285,39.77165
79,3,955163,4,Chargers out of range,POINT (-108.51913 39.67719),-108.51913,39.67719
80,3,955227,4,Chargers out of range,POINT (-106.6031 38.9345),-106.6031,38.9345
81,3,955246,4,Chargers out of range,POINT (-106.68356 37.96521),-106.68356,37.96521
82,3,955269,4,Chargers out of range,POINT (-104.42526 37.8661),-104.42526,37.8661
83,3,955814,4,Chargers out of range,POINT (-108.52314 40.18331),-108.52314,40.18331
84,3,955940,4,Chargers out of range,POINT (-103.7509 37.63391),-103.7509,37.63391
85,3,955960,4,Chargers out of range,POINT (-106.59441 38.9219),-106.59441,38.9219
86,3,956004,4,Chargers out of range,POINT (-106.96408 38.07648),-106.96408,38.07648
87,3,956060,4,Chargers out of range,POINT (-108.51785 39.56068),-108.51785,39.56068
88,3,956197,4,Chargers out of range,POINT (-108.08091 39.18764),-108.08091,39.18764
89,3,956706,4,Chargers out of range,POINT (-106.68098 37.97329),-106.68098,37.97329
90,3,957118,4,Chargers out of range,POINT (-106.59128 38.91557),-106.59128,38.91557
91,3,957231,4,Chargers out of range,POINT (-108.48556 39.79059),-108.48556,39.79059
92,3,957687,4,Chargers out of range,POINT (-108.48285 39.77165),-108.48285,39.77165
93,3,957947,4,Chargers out of range,POINT (-108.73697 40.45239),-108.73697,40.45239
94,3,958535,4,Chargers out of range,POINT (-107.41558 40.06402),-107.41558,40.06402
95,3,958585,4,Chargers out of range,POINT (-108.55972 39.69195),-108.55972,39.69195
96,3,958615,4,Chargers out of range,POINT (-106.55294 38.81158),-106.55294,38.81158
97,3,958823,4,Chargers out of range,POINT (-108.9206 38.71985),-108.9206,38.71985
98,3,958978,4,Chargers out of range,POINT (-108.52097 39.6349),-108.52097,39.6349
99,3,959068,4,Chargers out of range,POINT (-106.8565 38.03394),-106.8565,38.03394
100,3,959668,4,Chargers out of range,POINT (-108.37672 39.5498),-108.37672,39.5498
101,3,961137,4,Chargers out of range,POINT (-106.87947 38.07827),-106.87947,38.07827
102,3,961256,4,Chargers out of range,POINT (-108.5333 39.64247),-108.5333,39.64247
103,3,961346,4,Chargers out of range,POINT (-103.72846 37.63014),-103.72846,37.63014
104,3,961651,4,Chargers out of range,POINT (-108.49091 39.58291),-108.49091,39.58291
105,3,961716,4,Chargers out of range,POINT (-108.37672 39.5498),-108.37672,39.5498
106,3,961721,4,Chargers out of range,POINT (-108.92161 38.71898),-108.92161,38.71898
107,3,962053,4,Chargers out of range,POINT (-106.56203 38.86876),-106.56203,38.86876
108,3,963089,4,Chargers out of range,POINT (-106.59279 38.91918),-106.59279,38.91918
109,3,963553,4,Chargers out of range,POINT (-106.96387 38.07876),-106.96387,38.07876
110,3,963697,4,Chargers out of range,POINT (-106.68098 37.97088),-106.68098,37.97088
111,3,963812,4,Chargers out of range,POINT (-106.46835 38.65681),-106.46835,38.65681
112,3,963845,4,Chargers out of range,POINT (-106.59079 38.91513),-106.59079,38.91513
113,3,963847,4,Chargers out of range,POINT (-108.48556 39.79059),-108.48556,39.79059
114,3,963909,4,Chargers out of range,POINT (-106.48559 38.74514),-106.48559,38.74514
115,3,963935,4,Chargers out of range,POINT (-106.68098 37.97088),-106.68098,37.97088
116,3,964237,4,Chargers out of range,POINT (-108.61713 39.6043),-108.61713,39.6043
117,3,964533,4,Chargers out of range,POINT (-108.07928 37.54498),-108.07928,37.54498
118,3,964925,4,Chargers out of range,POINT (-105.93558 40.5034),-105.93558,40.5034
119,3,964931,4,Chargers out of range,POINT (-108.96933 40.49909),-108.96933,40.49909
120,3,965200,4,Chargers out of range,POINT (-103.80598 37.6368),-103.80598,37.6368
121,3,965409,4,Chargers out of range,POINT (-106.68307 37.96692),-106.68307,37.96692
122,3,965506,4,Chargers out of range,POINT (-106.48512 38.74409),-106.48512,38.74409
123,3,965898,4,Chargers out of range,POINT (-104.18182 38.7091),-104.18182,38.7091
124,3,966062,4,Chargers out of range,POINT (-108.43776 39.50897),-108.43776,39.50897
125,3,966217,4,Chargers out of range,POINT (-108.57576 39.95888),-108.57576,39.95888
126,3,966538,4,Chargers out of range,POINT (-106.47583 38.68335),-106.47583,38.68335
127,3,966844,4,Chargers out of range,POINT (-108.92918 38.7145),-108.92918,38.7145
128,3,966997,4,Chargers out of range,POINT (-102.08027 40.46161),-102.08027,40.46161
129,3,967064,4,Chargers out of range,POINT (-105.57129 40.01059),-105.57129,40.01059
130,3,967698,4,Chargers out of range,POINT (-108.48285 39.77165),-108.48285,39.77165
131,3,967786,4,Chargers out of range,POINT (-108.72921 40.45163),-108.72921,40.45163
132,3,968169,4,Chargers out of range,POINT (-106.67971 37.97702),-106.67971,37.97702
133,3,968953,4,Chargers out of range,POINT (-105.61136 39.97913),-105.61136,39.97913
134,3,968988,4,Chargers out of range,POINT (-104.16405 38.68905),-104.16405,38.68905
135,3,969044,4,Chargers out of range,POINT (-108.72722 40.45123),-108.72722,40.45123
136,3,969104,4,Chargers out of range,POINT (-109.04055 37.53412),-109.04055,37.53412
137,3,969116,4,Chargers out of range,POINT (-108.72722 40.45123),-108.72722,40.45123
138,3,969332,4,Chargers out of range,POINT (-104.47361 37.88118),-104.47361,37.88118
139,3,969964,4,Chargers out of range,POINT (-108.54285 39.6594),-108.54285,39.6594
140,3,970937,4,Chargers out of range,POINT (-106.68098 37.97329),-106.68098,37.97329
141,3,971329,4,Chargers out of range,POINT (-108.39556 40.17302),-108.39556,40.17302
142,3,971445,4,Chargers out of range,POINT (-108.45229 39.50842),-108.45229,39.50842
143,3,971666,4,Chargers out of range,POINT (-105.33403 37.88316),-105.33403,37.88316
144,3,971708,4,Chargers out of range,POINT (-108.68313 40.44475),-108.68313,40.44475
145,6,963644,4,Chargers out of range,POINT (-105.39099 37.72664),-105.39099,37.72664
146,6,964237,4,Chargers out of range,POINT (-108.4994 39.591),-108.4994,39.591
147,6,964379,4,Chargers out of range,POINT (-103.18605 38.64138),-103.18605,38.64138
148,6,966132,4,Chargers out of range,POINT (-105.58238 40.79147),-105.58238,40.79147
149,6,966981,4,Chargers out of range,POINT (-104.08983 38.7237),-104.08983,38.7237
150,6,967060,4,Chargers out of range,POINT (-106.63541 38.96786),-106.63541,38.96786
151,6,967109,4,Chargers out of range,POINT (-103.20115 38.61219),-103.20115,38.61219
152,6,969356,4,Chargers out of range,POINT (-105.47482 40.76034),-105.47482,40.76034
153,7,952278,4,Chargers out of range,POINT (-102.06768 39.63831),-102.06768,39.63831
154,7,954430,4,Chargers out of range,POINT (-104.22487 37.8385),-104.22487,37.8385
155,7,956541,4,Chargers out of range,POINT (-102.34884 39.70186),-102.34884,39.70186
156,7,959185,4,Chargers out of range,POINT (-108.46664 39.64375),-108.46664,39.64375
157,7,959668,4,Chargers out of range,POINT (-108.5303 39.72637),-108.5303,39.72637
158,7,960158,4,Chargers out of range,POINT (-108.65665 39.63785),-108.65665,39.63785
159,7,962938,4,Chargers out of range,POINT (-102.32938 39.70207),-102.32938,39.70207
160,7,963148,4,Chargers out of range,POINT (-105.61273 38.09962),-105.61273,38.09962
161,7,963417,4,Chargers out of range,POINT (-108.53848 39.71542),-108.53848,39.71542
162,7,964237,4,Chargers out of range,POINT (-108.65274 39.6259),-108.65274,39.6259
163,7,964379,4,Chargers out of range,POINT (-103.27509 38.70121),-103.27509,38.70121
164,7,964925,4,Chargers out of range,POINT (-105.84033 40.59854),-105.84033,40.59854
165,7,965350,4,Chargers out of range,POINT (-103.28337 38.73342),-103.28337,38.73342
166,7,967068,4,Chargers out of range,POINT (-104.35994 38.69418),-104.35994,38.69418
167,7,968971,4,Chargers out of range,POINT (-105.72902 40.81088),-105.72902,40.81088
168,7,969142,4,Chargers out of range,POINT (-105.78132 40.80652),-105.78132,40.80652
169,8,955108,4,Chargers out of range,POINT (-105.41321 37.66634),-105.41321,37.66634
170,8,955218,4,Chargers out of range,POINT (-106.59623 40.98359),-106.59623,40.98359
171,8,956275,4,Chargers out of range,POINT (-108.70227 39.66908),-108.70227,39.66908
172,8,956512,4,Chargers out of range,POINT (-102.07172 39.57504),-102.07172,39.57504
173,8,956905,4,Chargers out of range,POINT (-105.40572 37.68083),-105.40572,37.68083
174,8,967061,4,Chargers out of range,POINT (-106.54153 39.08751),-106.54153,39.08751
175,8,968652,4,Chargers out of range,POINT (-105.41062 37.67712),-105.41062,37.67712
176,8,971681,4,Chargers out of range,POINT (-103.52605 37.02561),-103.52605,37.02561
177,9,951867,4,Chargers out of range,POINT (-108.52561 39.73252),-108.52561,39.73252
178,9,952143,4,Chargers out of range,POINT (-108.61353 39.55537),-108.61353,39.55537
179,9,952546,4,Chargers out of range,POINT (-108.40173 39.57431),-108.40173,39.57431
180,9,952582,4,Chargers out of range,POINT (-106.49846 39.06779),-106.49846,39.06779
181,9,952694,4,Chargers out of range,POINT (-104.42821 37.859),-104.42821,37.859
182,9,954233,4,Chargers out of range,POINT (-108.49588 39.75886),-108.49588,39.75886
183,9,954708,4,Chargers out of range,POINT (-108.61814 39.58989),-108.61814,39.58989
184,9,954809,4,Chargers out of range,POINT (-108.47822 39.71207),-108.47822,39.71207
185,9,955163,4,Chargers out of range,POINT (-108.4978 39.71625),-108.4978,39.71625
186,9,955343,4,Chargers out of range,POINT (-108.43096 37.02654),-108.43096,37.02654
187,9,956938,4,Chargers out of range,POINT (-108.66436 40.44853),-108.66436,40.44853
188,9,957114,4,Chargers out of range,POINT (-107.43641 40.01775),-107.43641,40.01775
189,9,957687,4,Chargers out of range,POINT (-108.39772 39.5709),-108.39772,39.5709
190,9,958964,4,Chargers out of range,POINT (-105.64451 38.09419),-105.64451,38.09419
191,9,959161,4,Chargers out of range,POINT (-105.64818 38.09715),-105.64818,38.09715
192,9,959355,4,Chargers out of range,POINT (-108.51076 39.7611),-108.51076,39.7611
193,9,959480,4,Chargers out of range,POINT (-106.39022 38.80781),-106.39022,38.80781
194,9,959514,4,Chargers out of range,POINT (-108.43992 37.02712),-108.43992,37.02712
195,9,959668,4,Chargers out of range,POINT (-108.36384 39.54192),-108.36384,39.54192
196,9,960429,4,Chargers out of range,POINT (-108.52096 39.73531),-108.52096,39.73531
197,9,960433,4,Chargers out of range,POINT (-108.42997 37.02661),-108.42997,37.02661
198,9,960510,4,Chargers out of range,POINT (-108.64012 40.41829),-108.64012,40.41829
199,9,961012,4,Chargers out of range,POINT (-108.52232 39.75422),-108.52232,39.75422
200,9,961256,4,Chargers out of range,POINT (-108.53457 39.71928),-108.53457,39.71928
201,9,961716,4,Chargers out of range,POINT (-108.35449 39.52877),-108.35449,39.52877
202,9,961720,4,Chargers out of range,POINT (-106.42197 38.84437),-106.42197,38.84437
203,9,963537,4,Chargers out of range,POINT (-108.66436 40.44853),-108.66436,40.44853
204,9,964093,4,Chargers out of range,POINT (-105.81003 40.66523),-105.81003,40.66523
205,9,964636,4,Chargers out of range,POINT (-106.51134 39.06907),-106.51134,39.06907
206,9,964696,4,Chargers out of range,POINT (-106.52057 39.07275),-106.52057,39.07275
207,9,964814,4,Chargers out of range,POINT (-105.93932 40.50357),-105.93932,40.50357
208,9,964925,4,Chargers out of range,POINT (-105.97298 40.50587),-105.97298,40.50587
209,9,966673,4,Chargers out of range,POINT (-108.35665 39.71966),-108.35665,39.71966
210,9,966693,4,Chargers out of range,POINT (-106.83457 37.99176),-106.83457,37.99176
211,9,966970,4,Chargers out of range,POINT (-105.91469 40.50639),-105.91469,40.50639
212,9,967698,4,Chargers out of range,POINT (-108.39757 39.56759),-108.39757,39.56759
213,9,967797,4,Chargers out of range,POINT (-105.70036 40.81427),-105.70036,40.81427
214,9,968881,4,Chargers out of range,POINT (-105.73004 40.7133),-105.73004,40.7133
215,9,969174,4,Chargers out of range,POINT (-106.53926 39.08389),-106.53926,39.08389
216,9,970534,4,Chargers out of range,POINT (-105.79186 40.67097),-105.79186,40.67097
217,9,971700,4,Chargers out of range,POINT (-106.47287 38.84123),-106.47287,38.84123
